video_path,rel_path,raw_label,file_name,ext,normalized_label,canonical_label
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\arranging_flowers\_lgC663579E_000009_000019.mp4,arranging_flowers/_lgC663579E_000009_000019.mp4,arranging_flowers,_lgC663579E_000009_000019.mp4,.mp4,arranging flowers,arranging flowers
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\assembling_computer\_1i9FTdOxao_000088_000098.mp4,assembling_computer/_1i9FTdOxao_000088_000098.mp4,assembling_computer,_1i9FTdOxao_000088_000098.mp4,.mp4,assembling computer,assembling computer
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\assembling_computer\_aYskO3dbtc_000130_000140.mp4,assembling_computer/_aYskO3dbtc_000130_000140.mp4,assembling_computer,_aYskO3dbtc_000130_000140.mp4,.mp4,assembling computer,assembling computer
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\assembling_computer\_FYbpBvkSsU_000147_000157.mp4,assembling_computer/_FYbpBvkSsU_000147_000157.mp4,assembling_computer,_FYbpBvkSsU_000147_000157.mp4,.mp4,assembling computer,assembling computer
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\auctioning\_59Vxd5-1jQ_000254_000264.mp4,auctioning/_59Vxd5-1jQ_000254_000264.mp4,auctioning,_59Vxd5-1jQ_000254_000264.mp4,.mp4,auctioning,auctioning
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\auctioning\_64McxlS1ck_000318_000328.mp4,auctioning/_64McxlS1ck_000318_000328.mp4,auctioning,_64McxlS1ck_000318_000328.mp4,.mp4,auctioning,auctioning
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\auctioning\_bX9z03EBzM_000094_000104.mp4,auctioning/_bX9z03EBzM_000094_000104.mp4,auctioning,_bX9z03EBzM_000094_000104.mp4,.mp4,auctioning,auctioning
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baby_waking_up\_K8SThimKj8_000001_000011.mp4,baby_waking_up/_K8SThimKj8_000001_000011.mp4,baby_waking_up,_K8SThimKj8_000001_000011.mp4,.mp4,baby waking up,baby waking up
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baby_waking_up\_MdfxbifBLw_000000_000010.mp4,baby_waking_up/_MdfxbifBLw_000000_000010.mp4,baby_waking_up,_MdfxbifBLw_000000_000010.mp4,.mp4,baby waking up,baby waking up
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baby_waking_up\_oADyQKOaqk_000119_000129.mp4,baby_waking_up/_oADyQKOaqk_000119_000129.mp4,baby_waking_up,_oADyQKOaqk_000119_000129.mp4,.mp4,baby waking up,baby waking up
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baking_cookies\_4oL_A1gWnA_000659_000669.mp4,baking_cookies/_4oL_A1gWnA_000659_000669.mp4,baking_cookies,_4oL_A1gWnA_000659_000669.mp4,.mp4,baking cookies,baking cookies
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baking_cookies\_4R0Gx2feN8_000070_000080.mp4,baking_cookies/_4R0Gx2feN8_000070_000080.mp4,baking_cookies,_4R0Gx2feN8_000070_000080.mp4,.mp4,baking cookies,baking cookies
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\baking_cookies\_BOMTx_00Uk_000042_000052.mp4,baking_cookies/_BOMTx_00Uk_000042_000052.mp4,baking_cookies,_BOMTx_00Uk_000042_000052.mp4,.mp4,baking cookies,baking cookies
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\balloon_blowing\_7_FnwK-DYo_000024_000034.mp4,balloon_blowing/_7_FnwK-DYo_000024_000034.mp4,balloon_blowing,_7_FnwK-DYo_000024_000034.mp4,.mp4,balloon blowing,balloon blowing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\balloon_blowing\_cRCgYlVkh0_000030_000040.mp4,balloon_blowing/_cRCgYlVkh0_000030_000040.mp4,balloon_blowing,_cRCgYlVkh0_000030_000040.mp4,.mp4,balloon blowing,balloon blowing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\balloon_blowing\_g9F6qPqYeM_000182_000192.mp4,balloon_blowing/_g9F6qPqYeM_000182_000192.mp4,balloon_blowing,_g9F6qPqYeM_000182_000192.mp4,.mp4,balloon blowing,balloon blowing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bandaging\_9YzPgoLKuY_000225_000235.mp4,bandaging/_9YzPgoLKuY_000225_000235.mp4,bandaging,_9YzPgoLKuY_000225_000235.mp4,.mp4,bandaging,bandaging
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bandaging\_eduRRbJ2PM_000030_000040.mp4,bandaging/_eduRRbJ2PM_000030_000040.mp4,bandaging,_eduRRbJ2PM_000030_000040.mp4,.mp4,bandaging,bandaging
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bandaging\_PvUCx30oXg_000069_000079.mp4,bandaging/_PvUCx30oXg_000069_000079.mp4,bandaging,_PvUCx30oXg_000069_000079.mp4,.mp4,bandaging,bandaging
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\barbequing\_-lxAKTineA_000085_000095.mp4,barbequing/_-lxAKTineA_000085_000095.mp4,barbequing,_-lxAKTineA_000085_000095.mp4,.mp4,barbequing,barbequing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\barbequing\_-Ojp36QkrI_000005_000015.mp4,barbequing/_-Ojp36QkrI_000005_000015.mp4,barbequing,_-Ojp36QkrI_000005_000015.mp4,.mp4,barbequing,barbequing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\barbequing\_5z1qc3S5ck_000020_000030.mp4,barbequing/_5z1qc3S5ck_000020_000030.mp4,barbequing,_5z1qc3S5ck_000020_000030.mp4,.mp4,barbequing,barbequing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bartending\_3bG2-Dn0lY_000477_000487.mp4,bartending/_3bG2-Dn0lY_000477_000487.mp4,bartending,_3bG2-Dn0lY_000477_000487.mp4,.mp4,bartending,bartending
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bartending\_6EheA5xKXo_000110_000120.mp4,bartending/_6EheA5xKXo_000110_000120.mp4,bartending,_6EheA5xKXo_000110_000120.mp4,.mp4,bartending,bartending
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bartending\_7ER3fPMkrc_000047_000057.mp4,bartending/_7ER3fPMkrc_000047_000057.mp4,bartending,_7ER3fPMkrc_000047_000057.mp4,.mp4,bartending,bartending
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\beatboxing\_UDH34qhGMg_000096_000106.mp4,beatboxing/_UDH34qhGMg_000096_000106.mp4,beatboxing,_UDH34qhGMg_000096_000106.mp4,.mp4,beatboxing,beatboxing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\beatboxing\_UKOkmlpiVs_000058_000068.mp4,beatboxing/_UKOkmlpiVs_000058_000068.mp4,beatboxing,_UKOkmlpiVs_000058_000068.mp4,.mp4,beatboxing,beatboxing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\beatboxing\_UNuk0x1_lY_000039_000049.mp4,beatboxing/_UNuk0x1_lY_000039_000049.mp4,beatboxing,_UNuk0x1_lY_000039_000049.mp4,.mp4,beatboxing,beatboxing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bee_keeping\_-P1obw35sU_000167_000177.mp4,bee_keeping/_-P1obw35sU_000167_000177.mp4,bee_keeping,_-P1obw35sU_000167_000177.mp4,.mp4,bee keeping,bee keeping
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bee_keeping\_Eh8tJJQnig_000248_000258.mp4,bee_keeping/_Eh8tJJQnig_000248_000258.mp4,bee_keeping,_Eh8tJJQnig_000248_000258.mp4,.mp4,bee keeping,bee keeping
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bee_keeping\_frTSXSFtao_000037_000047.mp4,bee_keeping/_frTSXSFtao_000037_000047.mp4,bee_keeping,_frTSXSFtao_000037_000047.mp4,.mp4,bee keeping,bee keeping
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\belly_dancing\_2fDcHvR9yE_000031_000041.mp4,belly_dancing/_2fDcHvR9yE_000031_000041.mp4,belly_dancing,_2fDcHvR9yE_000031_000041.mp4,.mp4,belly dancing,belly dancing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\belly_dancing\_5BwgCeZ--w_000048_000058.mp4,belly_dancing/_5BwgCeZ--w_000048_000058.mp4,belly_dancing,_5BwgCeZ--w_000048_000058.mp4,.mp4,belly dancing,belly dancing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\belly_dancing\_5XIY2kCNZI_000085_000095.mp4,belly_dancing/_5XIY2kCNZI_000085_000095.mp4,belly_dancing,_5XIY2kCNZI_000085_000095.mp4,.mp4,belly dancing,belly dancing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bench_pressing\_837xlAuAD0_000005_000015.mp4,bench_pressing/_837xlAuAD0_000005_000015.mp4,bench_pressing,_837xlAuAD0_000005_000015.mp4,.mp4,bench pressing,bench pressing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bench_pressing\_aC9miA0hHg_000036_000046.mp4,bench_pressing/_aC9miA0hHg_000036_000046.mp4,bench_pressing,_aC9miA0hHg_000036_000046.mp4,.mp4,bench pressing,bench pressing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bench_pressing\_BxII5Egp-g_000007_000017.mp4,bench_pressing/_BxII5Egp-g_000007_000017.mp4,bench_pressing,_BxII5Egp-g_000007_000017.mp4,.mp4,bench pressing,bench pressing
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_back\_-3jARyyZN8_000000_000010.mp4,bending_back/_-3jARyyZN8_000000_000010.mp4,bending_back,_-3jARyyZN8_000000_000010.mp4,.mp4,bending back,bending back
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_back\_9vRttDdDIA_000017_000027.mp4,bending_back/_9vRttDdDIA_000017_000027.mp4,bending_back,_9vRttDdDIA_000017_000027.mp4,.mp4,bending back,bending back
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_back\_EBCmMr5mvQ_000004_000014.mp4,bending_back/_EBCmMr5mvQ_000004_000014.mp4,bending_back,_EBCmMr5mvQ_000004_000014.mp4,.mp4,bending back,bending back
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_metal\-oYimYcdzlI_000020_000030.mp4,bending_metal/-oYimYcdzlI_000020_000030.mp4,bending_metal,-oYimYcdzlI_000020_000030.mp4,.mp4,bending metal,bending metal
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_metal\_bzR115xW20_000016_000026.mp4,bending_metal/_bzR115xW20_000016_000026.mp4,bending_metal,_bzR115xW20_000016_000026.mp4,.mp4,bending metal,bending metal
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bending_metal\_R6yJ4fkq7k_000014_000024.mp4,bending_metal/_R6yJ4fkq7k_000014_000024.mp4,bending_metal,_R6yJ4fkq7k_000014_000024.mp4,.mp4,bending metal,bending metal
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\biking_through_snow\_-z7KAhkOnE_000005_000015.mp4,biking_through_snow/_-z7KAhkOnE_000005_000015.mp4,biking_through_snow,_-z7KAhkOnE_000005_000015.mp4,.mp4,biking through snow,biking through snow
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\biking_through_snow\_7JeyG1rP2I_000000_000010.mp4,biking_through_snow/_7JeyG1rP2I_000000_000010.mp4,biking_through_snow,_7JeyG1rP2I_000000_000010.mp4,.mp4,biking through snow,biking through snow
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\biking_through_snow\_8FefRzcWjg_000183_000193.mp4,biking_through_snow/_8FefRzcWjg_000183_000193.mp4,biking_through_snow,_8FefRzcWjg_000183_000193.mp4,.mp4,biking through snow,biking through snow
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blasting_sand\_1x3FgcOKdQ_000018_000028.mp4,blasting_sand/_1x3FgcOKdQ_000018_000028.mp4,blasting_sand,_1x3FgcOKdQ_000018_000028.mp4,.mp4,blasting sand,blasting sand
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blasting_sand\_2tN_EGlyaQ_000000_000010.mp4,blasting_sand/_2tN_EGlyaQ_000000_000010.mp4,blasting_sand,_2tN_EGlyaQ_000000_000010.mp4,.mp4,blasting sand,blasting sand
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blasting_sand\__jKqWgvrDE_000305_000315.mp4,blasting_sand/__jKqWgvrDE_000305_000315.mp4,blasting_sand,__jKqWgvrDE_000305_000315.mp4,.mp4,blasting sand,blasting sand
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_glass\_2OxIMqfOMc_000566_000576.mp4,blowing_glass/_2OxIMqfOMc_000566_000576.mp4,blowing_glass,_2OxIMqfOMc_000566_000576.mp4,.mp4,blowing glass,blowing glass
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_glass\_4IhzohDxTg_000044_000054.mp4,blowing_glass/_4IhzohDxTg_000044_000054.mp4,blowing_glass,_4IhzohDxTg_000044_000054.mp4,.mp4,blowing glass,blowing glass
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_glass\_5pbsyLWSio_000019_000029.mp4,blowing_glass/_5pbsyLWSio_000019_000029.mp4,blowing_glass,_5pbsyLWSio_000019_000029.mp4,.mp4,blowing glass,blowing glass
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_leaves\_2LYCo94_7I_000259_000269.mp4,blowing_leaves/_2LYCo94_7I_000259_000269.mp4,blowing_leaves,_2LYCo94_7I_000259_000269.mp4,.mp4,blowing leaves,blowing leaves
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_leaves\_9e948mdwrs_000079_000089.mp4,blowing_leaves/_9e948mdwrs_000079_000089.mp4,blowing_leaves,_9e948mdwrs_000079_000089.mp4,.mp4,blowing leaves,blowing leaves
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_leaves\_CBU_T8JGi0_000177_000187.mp4,blowing_leaves/_CBU_T8JGi0_000177_000187.mp4,blowing_leaves,_CBU_T8JGi0_000177_000187.mp4,.mp4,blowing leaves,blowing leaves
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_nose\_JGAvfGozUA_000005_000015.mp4,blowing_nose/_JGAvfGozUA_000005_000015.mp4,blowing_nose,_JGAvfGozUA_000005_000015.mp4,.mp4,blowing nose,blowing nose
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_nose\_JKOsbS8x5w_000008_000018.mp4,blowing_nose/_JKOsbS8x5w_000008_000018.mp4,blowing_nose,_JKOsbS8x5w_000008_000018.mp4,.mp4,blowing nose,blowing nose
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_nose\_n4IreiTb6g_000001_000011.mp4,blowing_nose/_n4IreiTb6g_000001_000011.mp4,blowing_nose,_n4IreiTb6g_000001_000011.mp4,.mp4,blowing nose,blowing nose
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_out_candles\_5XGUq5gpHA_000021_000031.mp4,blowing_out_candles/_5XGUq5gpHA_000021_000031.mp4,blowing_out_candles,_5XGUq5gpHA_000021_000031.mp4,.mp4,blowing out candles,blowing out candles
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_out_candles\_A-stRgqDk8_000007_000017.mp4,blowing_out_candles/_A-stRgqDk8_000007_000017.mp4,blowing_out_candles,_A-stRgqDk8_000007_000017.mp4,.mp4,blowing out candles,blowing out candles
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\blowing_out_candles\_cR6OPDU2Dw_000002_000012.mp4,blowing_out_candles/_cR6OPDU2Dw_000002_000012.mp4,blowing_out_candles,_cR6OPDU2Dw_000002_000012.mp4,.mp4,blowing out candles,blowing out candles
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bobsledding\_3ou-HEfbN0_000081_000091.mp4,bobsledding/_3ou-HEfbN0_000081_000091.mp4,bobsledding,_3ou-HEfbN0_000081_000091.mp4,.mp4,bobsledding,bobsledding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bobsledding\_6BQPC-pY2A_000104_000114.mp4,bobsledding/_6BQPC-pY2A_000104_000114.mp4,bobsledding,_6BQPC-pY2A_000104_000114.mp4,.mp4,bobsledding,bobsledding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bobsledding\_8MElhqjlic_000015_000025.mp4,bobsledding/_8MElhqjlic_000015_000025.mp4,bobsledding,_8MElhqjlic_000015_000025.mp4,.mp4,bobsledding,bobsledding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bookbinding\_8nqKcFV-6A_000335_000345.mp4,bookbinding/_8nqKcFV-6A_000335_000345.mp4,bookbinding,_8nqKcFV-6A_000335_000345.mp4,.mp4,bookbinding,bookbinding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bookbinding\_AYbTyD2BpA_000019_000029.mp4,bookbinding/_AYbTyD2BpA_000019_000029.mp4,bookbinding,_AYbTyD2BpA_000019_000029.mp4,.mp4,bookbinding,bookbinding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bookbinding\_dAssII6vac_000281_000291.mp4,bookbinding/_dAssII6vac_000281_000291.mp4,bookbinding,_dAssII6vac_000281_000291.mp4,.mp4,bookbinding,bookbinding
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bouncing_on_trampoline\_5i1FMrS4R8_000003_000013.mp4,bouncing_on_trampoline/_5i1FMrS4R8_000003_000013.mp4,bouncing_on_trampoline,_5i1FMrS4R8_000003_000013.mp4,.mp4,bouncing on trampoline,bouncing on trampoline
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bouncing_on_trampoline\_8hjTEhdWKc_000052_000062.mp4,bouncing_on_trampoline/_8hjTEhdWKc_000052_000062.mp4,bouncing_on_trampoline,_8hjTEhdWKc_000052_000062.mp4,.mp4,bouncing on trampoline,bouncing on trampoline
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\bouncing_on_trampoline\_b3XHP2olJA_000116_000126.mp4,bouncing_on_trampoline/_b3XHP2olJA_000116_000126.mp4,bouncing_on_trampoline,_b3XHP2olJA_000116_000126.mp4,.mp4,bouncing on trampoline,bouncing on trampoline
